time,temperature
2026-02-12 15:56:34.106+00,25.49
2026-02-12 15:56:39.022+00,25.16
2026-02-12 15:56:44.033+00,24.78
2026-02-12 15:56:49.049+00,24.54
2026-02-12 15:56:53.966+00,25.1
2026-02-12 15:56:58.983+00,25.07
2026-02-12 15:57:04.001+00,25.26
2026-02-12 15:57:09.023+00,24.55
2026-02-12 15:57:14.037+00,24.53
2026-02-12 15:57:19.054+00,24.93
2026-02-12 15:57:23.969+00,24.59
2026-02-12 15:57:46.3+00,25.21
2026-02-12 15:57:46.302+00,24.59
2026-02-12 15:57:46.303+00,25.48
2026-02-12 15:57:46.305+00,24.62
2026-02-12 15:57:48.947+00,24.78
2026-02-12 15:57:53.974+00,24.86
2026-02-12 15:57:58.991+00,25.43
2026-02-12 15:58:04.115+00,24.64
2026-02-12 15:58:09.027+00,24.92
2026-02-12 15:58:14.042+00,25.45
2026-02-12 15:58:19.06+00,24.69
2026-02-12 15:58:23.979+00,24.98
2026-02-12 15:58:28.992+00,25.47
2026-02-12 15:58:34.01+00,24.63
2026-02-12 15:58:39.028+00,24.95
2026-02-12 15:58:44.045+00,24.67
2026-02-12 15:58:48.959+00,25.09
2026-02-12 15:58:53.978+00,24.72
2026-02-12 15:58:58.998+00,24.99
2026-02-12 15:59:04.013+00,25.21
2026-02-12 15:59:09.031+00,24.53
2026-02-12 15:59:14.077+00,24.69
2026-02-12 15:59:18.964+00,24.66
2026-02-12 15:59:23.981+00,25.47
2026-02-12 15:59:28.998+00,24.98
2026-02-12 15:59:34.016+00,25.1
2026-02-12 15:59:39.033+00,25.03
2026-02-12 15:59:44.05+00,25.02
2026-02-12 15:59:48.966+00,24.57
2026-02-12 15:59:53.983+00,24.96
2026-02-12 15:59:59.001+00,24.54
2026-02-12 16:00:04.02+00,25.18
2026-02-12 16:00:09.037+00,24.82
2026-02-12 16:00:14.065+00,24.67
2026-02-12 16:00:18.97+00,25.31
2026-02-12 16:00:23.991+00,24.88
2026-02-12 16:00:29.003+00,25.04
2026-02-12 16:00:34.023+00,25.26
2026-02-12 16:00:39.04+00,25.22
2026-02-12 16:00:43.957+00,25.4
2026-02-12 16:00:48.973+00,25.45
2026-02-12 16:00:53.991+00,24.6
2026-02-12 16:00:59.008+00,25.01
2026-02-12 16:01:04.028+00,24.91
2026-02-12 16:01:09.043+00,25.24
2026-02-12 16:01:13.957+00,24.58
2026-02-12 16:01:18.978+00,24.68
2026-02-12 16:01:23.994+00,25.28
2026-02-12 16:01:29.01+00,25.04
2026-02-12 16:01:34.028+00,24.79
2026-02-12 16:01:39.151+00,25.26
2026-02-12 16:01:44.063+00,24.97
2026-02-12 16:01:49.081+00,24.8
2026-02-12 16:01:53.997+00,25.34
2026-02-12 16:01:59.014+00,24.71
2026-02-12 16:02:04.031+00,24.96
2026-02-12 16:02:09.049+00,24.94
2026-02-12 16:02:13.964+00,25.13
2026-02-12 16:02:18.982+00,25.31
2026-02-12 16:02:23.999+00,25.1
2026-02-12 16:02:29.024+00,24.62
2026-02-12 16:02:34.036+00,25
2026-02-12 16:02:39.051+00,25.27
2026-02-12 16:02:43.967+00,24.74
2026-02-12 16:02:48.984+00,25.16
2026-02-12 16:02:54.004+00,24.65
2026-02-12 16:02:58.937+00,25.01
2026-02-12 16:03:04.036+00,25.11
2026-02-12 16:03:09.055+00,24.59
2026-02-12 16:03:13.971+00,24.68
2026-02-12 16:03:18.989+00,25.39
2026-02-12 16:03:24.008+00,24.88
2026-02-12 16:03:29.026+00,24.9
2026-02-12 16:03:34.04+00,25.01
2026-02-12 16:03:39.058+00,25.13
2026-02-12 16:03:43.972+00,25.13
2026-02-12 16:03:48.991+00,24.8
2026-02-12 16:03:54.01+00,25.03
2026-02-12 16:03:59.032+00,24.76
2026-02-12 16:04:04.178+00,24.76
2026-02-12 16:04:09.165+00,25.2
2026-02-12 16:04:13.976+00,25.21
2026-02-12 16:04:18.995+00,24.97
2026-02-12 16:04:23.947+00,24.66
2026-02-12 16:04:29.029+00,24.69
2026-02-12 16:04:34.148+00,25.04
2026-02-12 16:04:38.99+00,25.19
2026-02-12 16:04:43.982+00,24.6
2026-02-12 16:04:48.997+00,25.44
2026-02-12 16:04:53.939+00,24.65
2026-02-12 16:04:59.036+00,24.57
2026-02-12 16:05:03.946+00,25
2026-02-12 16:05:08.939+00,24.81
2026-02-12 16:05:13.985+00,25.19
2026-02-12 16:05:19.004+00,24.63
2026-02-12 16:05:23.935+00,24.86
2026-02-12 16:05:29.035+00,24.64
2026-02-12 16:05:34.052+00,25.03
2026-02-12 16:05:38.934+00,24.72
2026-02-12 16:05:43.99+00,25.36
2026-02-12 16:05:49.005+00,25.14
2026-02-12 16:05:53.936+00,25.38
2026-02-12 16:05:59.038+00,25.38
2026-02-12 16:06:04.056+00,24.57
2026-02-12 16:06:08.939+00,24.79
2026-02-12 16:06:13.989+00,24.86
2026-02-12 16:06:19.006+00,24.96
2026-02-12 16:06:23.937+00,24.81
2026-02-12 16:06:29.042+00,25.35
2026-02-12 16:06:34.058+00,24.72
2026-02-12 16:06:38.989+00,24.69
2026-02-12 16:06:43.991+00,25.05
2026-02-12 16:06:49.007+00,24.67
2026-02-12 16:06:53.934+00,25.31
2026-02-12 16:06:59.045+00,24.62
2026-02-12 16:07:04.062+00,24.79
2026-02-12 16:07:08.934+00,25.17
2026-02-12 16:07:13.998+00,25.38
2026-02-12 16:07:19.014+00,24.94
2026-02-12 16:07:23.937+00,25.25
2026-02-12 16:07:29.046+00,25.08
2026-02-12 16:07:34.066+00,25.32
2026-02-12 16:07:38.96+00,24.8
2026-02-12 16:07:43.999+00,25.36
2026-02-12 16:07:49.014+00,24.86
2026-02-12 16:07:53.95+00,25.39
2026-02-12 16:07:59.048+00,24.55
2026-02-12 16:08:03.964+00,25
2026-02-12 16:08:08.939+00,25.11
2026-02-12 16:08:14+00,25.35
2026-02-12 16:08:19.021+00,24.61
2026-02-12 16:08:24.167+00,25.4
2026-02-12 16:08:29.053+00,24.59
2026-02-12 16:08:34.191+00,25.43
2026-02-12 16:08:38.988+00,24.73
2026-02-12 16:08:44.008+00,24.57
2026-02-12 16:08:49.019+00,24.9
2026-02-12 16:08:54.037+00,24.93
2026-02-12 16:08:58.987+00,25.36
2026-02-12 16:09:03.972+00,25.29
2026-02-12 16:09:08.99+00,25.11
2026-02-12 16:09:14.108+00,24.77
2026-02-12 16:09:19.027+00,24.98
2026-02-12 16:09:24.041+00,24.96
2026-02-12 16:09:29.065+00,24.77
2026-02-12 16:09:34.079+00,25.29
2026-02-12 16:09:38.994+00,25.16
2026-02-12 16:09:44.123+00,25.19
2026-02-12 16:09:49.027+00,24.82
2026-02-12 16:09:54.045+00,25.19
2026-02-12 16:09:58.959+00,24.74
2026-02-12 16:10:03.977+00,24.88
2026-02-12 16:10:08.994+00,25.16
2026-02-12 16:10:14.22+00,25.23
2026-02-12 16:10:19.031+00,24.79
2026-02-12 16:10:24.061+00,25.06
2026-02-12 16:10:28.965+00,25.24
2026-02-12 16:10:33.979+00,24.64
2026-02-12 16:10:38.997+00,24.91
2026-02-12 16:10:44.02+00,25.29
2026-02-12 16:10:49.032+00,24.64
2026-02-12 16:10:53.948+00,24.89
2026-02-12 16:10:58.967+00,24.69
2026-02-12 16:11:03.986+00,24.88
2026-02-12 16:11:09.007+00,24.82
2026-02-12 16:11:14.028+00,25.21
2026-02-12 16:11:19.041+00,25.27
2026-02-12 16:11:23.954+00,25.01
2026-02-12 16:11:28.968+00,25.21
2026-02-12 16:11:34.088+00,24.8
2026-02-12 16:11:39.004+00,25.06
2026-02-12 16:11:44.029+00,24.78
2026-02-12 16:11:49.036+00,24.78
2026-02-12 16:11:54.057+00,25.11
2026-02-12 16:11:58.974+00,24.74
2026-02-12 16:12:03.989+00,24.65
2026-02-12 16:12:09.006+00,25.03
2026-02-12 16:12:14.023+00,25.17
2026-02-12 16:12:19.041+00,25.25
2026-02-12 16:12:23.956+00,25.42
2026-02-12 16:12:28.974+00,24.76
2026-02-12 16:12:34.095+00,24.74
2026-02-12 16:12:39.01+00,25.29
2026-02-12 16:12:44.027+00,24.86
2026-02-12 16:12:49.044+00,24.54
2026-02-12 16:12:54.063+00,24.95
2026-02-12 16:12:58.978+00,25.45
2026-02-12 16:13:03.997+00,24.66
2026-02-12 16:13:09.013+00,24.68
2026-02-12 16:13:14.036+00,25.09
2026-02-12 16:13:19.049+00,24.98
2026-02-12 16:13:23.962+00,25.01
2026-02-12 16:13:28.982+00,24.81
2026-02-12 16:13:33.999+00,25.39
2026-02-12 16:13:39.017+00,25.03
2026-02-12 16:13:44.034+00,25.16
2026-02-12 16:13:49.05+00,24.63
2026-02-12 16:13:53.965+00,24.54
2026-02-12 16:13:58.987+00,24.88
2026-02-12 16:14:04.001+00,24.71
2026-02-12 16:14:09.019+00,24.84
2026-02-12 16:14:14.038+00,24.53
2026-02-12 16:14:19.054+00,25.1
2026-02-12 16:14:23.969+00,25
2026-02-12 16:14:28.988+00,25.22
2026-02-12 16:14:34.005+00,25.14
2026-02-12 16:14:39.021+00,25.32
2026-02-12 16:14:44.04+00,25.44
2026-02-12 16:14:48.954+00,25.29
2026-02-12 16:14:53.971+00,25.03
2026-02-12 16:14:58.992+00,24.78
2026-02-12 16:15:04.008+00,25.08
2026-02-12 16:15:09.025+00,25.09
2026-02-12 16:15:14.044+00,25.38
2026-02-12 16:15:19.059+00,25.33
2026-02-12 16:15:23.975+00,25.44
2026-02-12 16:15:28.993+00,25.2
2026-02-12 16:15:34.01+00,25.01
2026-02-12 16:15:39.028+00,25.47
2026-02-12 16:15:44.061+00,24.92
2026-02-12 16:15:48.972+00,25.24
2026-02-12 16:15:54.095+00,24.77
2026-02-12 16:15:59+00,24.62
2026-02-12 16:16:04.013+00,25.3
2026-02-12 16:16:09.033+00,24.89
2026-02-12 16:16:13.961+00,24.55
2026-02-12 16:16:19.069+00,24.84
2026-02-12 16:16:23.984+00,24.78
2026-02-12 16:16:28.999+00,25.32
2026-02-12 16:16:34.017+00,24.91
2026-02-12 16:16:39.048+00,24.65
2026-02-12 16:16:43.951+00,24.91
2026-02-12 16:16:48.967+00,25.45
2026-02-12 16:16:53.989+00,24.73
2026-02-12 16:16:59.004+00,24.96
2026-02-12 16:17:04.023+00,25.27
2026-02-12 16:17:09.039+00,25.15
2026-02-12 16:17:14.056+00,24.82
2026-02-12 16:17:18.97+00,25.09
2026-02-12 16:17:23.989+00,25.4
2026-02-12 16:17:29.005+00,25.46
2026-02-12 16:17:33.93+00,25.1
2026-02-12 16:17:39.04+00,24.94
2026-02-12 16:17:43.958+00,25.38
2026-02-12 16:17:48.972+00,25.13
2026-02-12 16:17:53.992+00,25.02
2026-02-12 16:17:59.01+00,24.93
2026-02-12 16:18:04.026+00,25.11
2026-02-12 16:18:09.045+00,24.5
2026-02-12 16:18:13.961+00,24.91
2026-02-12 16:18:18.978+00,24.78
2026-02-12 16:18:24.01+00,25.02
2026-02-12 16:18:29.01+00,24.72
2026-02-12 16:18:34.028+00,24.76
2026-02-12 16:18:38.945+00,25.36
2026-02-12 16:18:43.967+00,24.94
2026-02-12 16:18:48.989+00,25.03
2026-02-12 16:18:53.997+00,24.83
2026-02-12 16:18:59.013+00,24.86
2026-02-12 16:19:04.034+00,24.73
2026-02-12 16:19:08.95+00,24.5
2026-02-12 16:19:13.964+00,25.31
2026-02-12 16:19:18.983+00,24.72
2026-02-12 16:19:23.999+00,25.4
2026-02-12 16:19:29.021+00,25.26
2026-02-12 16:19:34.041+00,24.86
2026-02-12 16:19:39.069+00,24.8
2026-02-12 16:19:43.969+00,24.91
2026-02-12 16:19:48.997+00,25.22
2026-02-12 16:19:54.003+00,25.37
2026-02-12 16:19:59.022+00,24.65
2026-02-12 16:20:04.04+00,24.56
2026-02-12 16:20:08.965+00,25.49
2026-02-12 16:20:13.97+00,25.06
2026-02-12 16:20:18.998+00,25.01
2026-02-12 16:20:24.006+00,25.47
2026-02-12 16:20:29.023+00,24.79
2026-02-12 16:20:34.043+00,24.77
2026-02-12 16:20:38.956+00,25.08
2026-02-12 16:20:43.975+00,24.68
2026-02-12 16:20:49.002+00,25.09
2026-02-12 16:20:54.013+00,24.82
2026-02-12 16:20:59.026+00,24.58
2026-02-12 16:21:04.047+00,24.76
2026-02-12 16:21:08.96+00,24.8
2026-02-12 16:21:13.979+00,25.05
2026-02-12 16:21:19.009+00,25.02
2026-02-12 16:21:24.013+00,25.27
2026-02-12 16:21:29.032+00,24.65
2026-02-12 16:21:33.948+00,24.5
2026-02-12 16:21:38.963+00,24.68
2026-02-12 16:21:43.983+00,25.14
2026-02-12 16:21:48.996+00,25.04
2026-02-12 16:21:54.016+00,24.57
2026-02-12 16:21:59.035+00,25.12
2026-02-12 16:22:03.975+00,24.87
2026-02-12 16:22:08.965+00,25.03
2026-02-12 16:22:13.985+00,24.94
2026-02-12 16:22:19.001+00,25.35
2026-02-12 16:22:24.023+00,24.85
2026-02-12 16:22:29.036+00,24.92
2026-02-12 16:22:33.952+00,24.78
2026-02-12 16:22:38.968+00,25.41
2026-02-12 16:22:43.992+00,25
2026-02-12 16:22:49.002+00,24.95
2026-02-12 16:22:54.02+00,24.72
2026-02-12 16:22:59.038+00,24.79
2026-02-12 16:23:03.953+00,25.24
2026-02-12 16:23:08.971+00,25.13
2026-02-12 16:23:13.993+00,25.49
2026-02-12 16:23:19.005+00,24.64
2026-02-12 16:23:24.023+00,24.89
2026-02-12 16:23:29.042+00,24.53
2026-02-12 16:23:33.982+00,24.95
2026-02-12 16:23:38.977+00,25.18
2026-02-12 16:23:43.993+00,25.26
2026-02-12 16:23:49.008+00,25.16
2026-02-12 16:23:54.026+00,24.9
2026-02-12 16:23:58.948+00,24.55
2026-02-12 16:24:03.973+00,25.27
2026-02-12 16:24:08.98+00,25.33
2026-02-12 16:24:13.997+00,25.3
2026-02-12 16:24:19.013+00,24.94
2026-02-12 16:24:24.03+00,24.67
2026-02-12 16:24:28.951+00,25.38
2026-02-12 16:24:33.962+00,25.36
2026-02-12 16:24:38.981+00,24.8
2026-02-12 16:24:44.001+00,24.86
2026-02-12 16:24:49.014+00,25
2026-02-12 16:24:54.034+00,25.32
2026-02-12 16:24:58.951+00,24.71
2026-02-12 16:25:03.972+00,25.28
2026-02-12 16:25:08.983+00,25.02
2026-02-12 16:25:14+00,24.96
2026-02-12 16:25:19.018+00,24.87
2026-02-12 16:25:24.036+00,25.22
2026-02-12 16:25:28.951+00,25.26
2026-02-12 16:25:33.97+00,24.7
2026-02-12 16:25:38.989+00,25.31
2026-02-12 16:25:44.004+00,25.4
2026-02-12 16:25:49.02+00,25.19
2026-02-12 16:25:54.042+00,25.21
2026-02-12 16:25:58.955+00,24.56
2026-02-12 16:26:03.971+00,25.16
2026-02-12 16:26:08.99+00,25
2026-02-12 16:26:14.007+00,25.08
2026-02-12 16:26:19.031+00,25.16
2026-02-12 16:26:23.94+00,24.97
2026-02-12 16:26:28.975+00,25.4
2026-02-12 16:26:33.982+00,24.95
2026-02-12 16:26:38.992+00,24.52
2026-02-12 16:26:44.012+00,24.58
2026-02-12 16:26:49.029+00,25.34
2026-02-12 16:26:53.95+00,25.17
2026-02-12 16:26:58.96+00,25.44
2026-02-12 16:27:03.981+00,25.02
2026-02-12 16:27:09.003+00,25.46
2026-02-12 16:27:14.014+00,25.23
2026-02-12 16:27:19.032+00,25.4
2026-02-12 16:27:23.951+00,25.2
2026-02-12 16:27:28.963+00,24.82
2026-02-12 16:27:33.98+00,24.53
2026-02-12 16:27:39.001+00,24.8
2026-02-12 16:27:43.924+00,24.82
2026-02-12 16:27:49.036+00,24.91
2026-02-12 16:27:53.949+00,24.75
2026-02-12 16:27:58.939+00,24.59
2026-02-12 16:28:03.993+00,25.02
2026-02-12 16:28:09.001+00,24.92
2026-02-12 16:28:13.924+00,24.73
2026-02-12 16:28:19.037+00,24.91
2026-02-12 16:28:23.956+00,25.1
2026-02-12 16:28:28.93+00,25.08
2026-02-12 16:28:33.988+00,24.71
2026-02-12 16:28:39.004+00,25.33
2026-02-12 16:28:43.923+00,25.06
2026-02-12 16:28:48.936+00,24.85
2026-02-12 16:28:53.961+00,25.08
2026-02-12 16:28:58.964+00,25.35
2026-02-12 16:29:03.99+00,24.75
2026-02-12 16:29:09.008+00,24.69
2026-02-12 16:29:13.922+00,24.6
2026-02-12 16:29:19.045+00,24.6
2026-02-12 16:29:23.959+00,25.05
2026-02-12 16:29:28.924+00,25.16
2026-02-12 16:29:33.999+00,25.03
2026-02-12 16:29:39.014+00,25.3
2026-02-12 16:29:43.933+00,25.35
2026-02-12 16:29:48.943+00,25
2026-02-12 16:29:53.965+00,24.87
2026-02-12 16:29:58.931+00,24.53
2026-02-12 16:30:03.922+00,24.65
2026-02-12 16:30:09.014+00,25.09
2026-02-12 16:30:13.922+00,25.28
2026-02-12 16:30:18.947+00,25.39
2026-02-12 16:30:23.968+00,24.76
2026-02-12 16:30:28.921+00,24.72
2026-02-12 16:30:33.998+00,25.12
2026-02-12 16:30:39.021+00,25.34
2026-02-12 16:30:43.923+00,25.1
2026-02-12 16:30:48.96+00,25.21
2026-02-12 16:30:53.967+00,24.76
2026-02-12 16:30:58.931+00,25.48
2026-02-12 16:31:04.016+00,24.54
2026-02-12 16:31:09.025+00,24.57
2026-02-12 16:31:13.922+00,25.38
2026-02-12 16:31:18.954+00,25.12
2026-02-12 16:31:23.974+00,24.85
2026-02-12 16:31:28.921+00,25
2026-02-12 16:31:34.008+00,24.56
2026-02-12 16:31:39.029+00,25.28
2026-02-12 16:31:43.946+00,24.74
2026-02-12 16:31:48.957+00,24.9
2026-02-12 16:31:53.972+00,25.22
2026-02-12 16:31:58.989+00,25.18
2026-02-12 16:32:04.008+00,24.98
2026-02-12 16:32:08.929+00,24.79
2026-02-12 16:32:14.042+00,24.83
2026-02-12 16:32:18.959+00,25.09
2026-02-12 16:32:23.979+00,25.08
2026-02-12 16:32:28.994+00,25.31
2026-02-12 16:32:34.01+00,25.36
2026-02-12 16:32:39.033+00,25.08
2026-02-12 16:32:44.07+00,25.06
2026-02-12 16:32:48.962+00,24.84
2026-02-12 16:32:53.979+00,24.72
2026-02-12 16:32:58.998+00,25.27
2026-02-12 16:33:04.013+00,25.05
2026-02-12 16:33:09.032+00,24.8
2026-02-12 16:33:13.947+00,25.4
2026-02-12 16:33:18.964+00,24.52
2026-02-12 16:33:23.983+00,24.64
2026-02-12 16:33:29.001+00,24.64
2026-02-12 16:33:34.017+00,25.43
2026-02-12 16:33:39.036+00,24.8
2026-02-12 16:33:43.948+00,25.48
2026-02-12 16:33:48.97+00,24.83
2026-02-12 16:33:53.988+00,25.46
2026-02-12 16:33:59.001+00,24.82
2026-02-12 16:34:04.027+00,25.12
2026-02-12 16:34:08.936+00,24.64
2026-02-12 16:34:13.954+00,24.51
2026-02-12 16:34:18.97+00,25.27
2026-02-12 16:34:23.988+00,25.17
2026-02-12 16:34:29.007+00,24.72
2026-02-12 16:34:34.023+00,24.59
2026-02-12 16:34:38.939+00,25.05
2026-02-12 16:34:44.058+00,24.79
2026-02-12 16:34:48.973+00,25.32
2026-02-12 16:34:53.991+00,24.73
2026-02-12 16:34:59.007+00,25.22
2026-02-12 16:35:04.025+00,25.27
2026-02-12 16:35:08.941+00,25.46
2026-02-12 16:35:13.963+00,24.7
2026-02-12 16:35:18.977+00,25.14
2026-02-12 16:35:23.993+00,24.74
2026-02-12 16:35:29.013+00,25.05
2026-02-12 16:35:34.029+00,25.4
2026-02-12 16:35:38.945+00,24.76
2026-02-12 16:35:43.962+00,25.14
2026-02-12 16:35:48.979+00,24.95
2026-02-12 16:35:53.997+00,25.16
2026-02-12 16:35:59.014+00,24.9
2026-02-12 16:36:04.032+00,25.44
2026-02-12 16:36:08.95+00,24.69
2026-02-12 16:36:13.965+00,24.86
2026-02-12 16:36:18.988+00,24.85
2026-02-12 16:36:24+00,25.31
2026-02-12 16:36:29.017+00,24.87
2026-02-12 16:36:34.037+00,24.57
2026-02-12 16:36:38.952+00,25.39
2026-02-12 16:36:43.968+00,25.13
2026-02-12 16:36:48.985+00,24.79
2026-02-12 16:36:54.002+00,25.41
2026-02-12 16:36:59.02+00,25.28
2026-02-12 16:37:03.939+00,24.92
2026-02-12 16:37:08.96+00,24.74
2026-02-12 16:37:13.972+00,24.51
2026-02-12 16:37:18.989+00,25.49
2026-02-12 16:37:24.005+00,25.37
2026-02-12 16:37:29.024+00,24.6
2026-02-12 16:37:33.942+00,24.79
2026-02-12 16:37:38.956+00,24.8
2026-02-12 16:37:43.977+00,25.29
2026-02-12 16:37:49.013+00,24.81
2026-02-12 16:38:10.401+00,25.19
2026-02-12 16:38:10.403+00,25.27
2026-02-12 16:38:10.406+00,25
2026-02-12 16:38:10.407+00,24.81
2026-02-12 16:38:13.996+00,25.17
2026-02-12 16:38:19.174+00,25.49
2026-02-12 16:38:23.921+00,25.23
2026-02-12 16:38:29.029+00,25.27
2026-02-12 16:38:33.982+00,25
2026-02-12 16:38:38.986+00,25.1
2026-02-12 16:38:43.982+00,25.44
2026-02-12 16:38:49.017+00,25.3
2026-02-12 16:38:54.015+00,25
2026-02-12 16:38:59.033+00,24.8
2026-02-12 16:39:03.95+00,24.51
2026-02-12 16:39:09.104+00,25.34
2026-02-12 16:39:13.947+00,25
2026-02-12 16:39:22.019+00,25.29
2026-02-12 16:39:36.413+00,24.64
2026-02-12 16:39:36.415+00,24.9
2026-02-12 16:39:36.417+00,24.65
2026-02-12 16:39:38.968+00,25.34
2026-02-12 16:39:43.986+00,25.11
2026-02-12 16:39:49.004+00,25.05
2026-02-12 16:39:54.027+00,25.1
2026-02-12 16:39:58.936+00,25.07
2026-02-12 16:40:03.953+00,24.61
2026-02-12 16:40:08.973+00,24.98
2026-02-12 16:40:13.99+00,25.46
2026-02-12 16:40:19.006+00,25.32
2026-02-12 16:40:24.024+00,24.61
2026-02-12 16:40:29.065+00,24.59
2026-02-12 16:40:33.957+00,25.19
2026-02-12 16:40:38.974+00,24.76
2026-02-12 16:40:43.992+00,24.62
2026-02-12 16:40:49.117+00,24.59
2026-02-12 16:40:54.042+00,24.99
2026-02-12 16:40:58.948+00,25.22
2026-02-12 16:41:03.96+00,24.86
2026-02-12 16:41:08.927+00,25.03
2026-02-12 16:41:14.02+00,25.42
2026-02-12 16:41:19.087+00,24.59
2026-02-12 16:41:23.932+00,25.22
2026-02-12 16:41:28.999+00,25.21
2026-02-12 16:41:33.964+00,24.96
2026-02-12 16:41:38.933+00,24.63
2026-02-12 16:41:44.207+00,25.35
2026-02-12 16:41:49.014+00,25.14
2026-02-12 16:41:53.933+00,25.13
2026-02-12 16:41:58.95+00,24.74
2026-02-12 16:42:03.969+00,25.12
2026-02-12 16:42:08.943+00,24.74
2026-02-12 16:42:14.002+00,25.17
2026-02-12 16:42:19.02+00,24.74
2026-02-12 16:42:23.915+00,25.3
2026-02-12 16:42:28.99+00,24.75
2026-02-12 16:42:34.081+00,24.9
2026-02-12 16:42:38.916+00,24.96
2026-02-12 16:42:44.007+00,24.9
2026-02-12 16:42:49.021+00,24.91
2026-02-12 16:42:53.916+00,25.31
2026-02-12 16:42:58.958+00,24.57
2026-02-12 16:43:04.108+00,25.35
2026-02-12 16:43:08.917+00,24.7
2026-02-12 16:43:13.916+00,24.95
2026-02-12 16:43:19.029+00,24.6
2026-02-12 16:43:24.164+00,24.65
2026-02-12 16:43:28.968+00,24.66
2026-02-12 16:43:33.977+00,25.37
2026-02-12 16:43:39.111+00,24.6
2026-02-12 16:43:44.015+00,25.18
2026-02-12 16:43:49.028+00,24.52
2026-02-12 16:43:54.103+00,24.59
2026-02-12 16:43:58.972+00,24.8
2026-02-12 16:44:04.097+00,24.64
2026-02-12 16:44:08.914+00,24.9
2026-02-12 16:44:14.22+00,25.45
2026-02-12 16:44:19.034+00,24.73
2026-02-12 16:44:23.948+00,24.73
2026-02-12 16:44:28.985+00,24.57
2026-02-12 16:44:34.009+00,24.55
2026-02-12 16:44:39.023+00,24.58
2026-02-12 16:44:44.018+00,24.64
2026-02-12 16:44:48.933+00,24.93
2026-02-12 16:44:53.954+00,24.64
2026-02-12 16:44:58.969+00,24.9
2026-02-12 16:45:03.985+00,25.42
2026-02-12 16:45:09.005+00,25.32
2026-02-12 16:45:14.025+00,24.56
2026-02-12 16:45:18.936+00,25.15
2026-02-12 16:45:23.953+00,24.7
2026-02-12 16:45:28.973+00,24.67
2026-02-12 16:45:33.989+00,25.36
2026-02-12 16:45:39.017+00,24.54
2026-02-12 16:45:44.542+00,24.9
2026-02-12 16:45:49.146+00,25.43
2026-02-12 16:46:07.881+00,25.36
2026-02-12 16:46:07.987+00,25.49
2026-02-12 16:46:07.989+00,25
2026-02-12 16:46:08.915+00,25.21
2026-02-12 16:46:14.025+00,24.75
2026-02-12 16:46:18.942+00,25.41
2026-02-12 16:46:23.913+00,25.22
2026-02-12 16:46:28.975+00,24.96
2026-02-12 16:46:33.994+00,24.65
2026-02-12 16:46:38.913+00,25
2026-02-12 16:46:44.029+00,24.53
2026-02-12 16:46:48.944+00,24.69
2026-02-12 16:46:53.926+00,25.25
2026-02-12 16:46:58.979+00,25.38
2026-02-12 16:47:03.995+00,25.42
2026-02-12 16:47:08.914+00,24.83
2026-02-12 16:47:13.93+00,24.68
2026-02-12 16:47:19.05+00,24.82
2026-02-12 16:47:23.913+00,25.19
2026-02-12 16:47:28.981+00,24.53
2026-02-12 16:47:33.999+00,24.52
2026-02-12 16:47:38.915+00,24.87
2026-02-12 16:47:43.932+00,24.51
2026-02-12 16:47:48.95+00,24.57
2026-02-12 16:47:53.94+00,25.24
2026-02-12 16:47:58.984+00,24.56
2026-02-12 16:48:04.002+00,24.62
2026-02-12 16:48:08.923+00,25.42
2026-02-12 16:48:13.935+00,25.41
2026-02-12 16:48:18.952+00,25.29
2026-02-12 16:48:23.912+00,24.83
2026-02-12 16:48:28.987+00,25.17
2026-02-12 16:48:34.005+00,25.33
2026-02-12 16:48:38.925+00,25.21
2026-02-12 16:48:43.938+00,24.73
2026-02-12 16:48:48.955+00,24.68
2026-02-12 16:48:53.912+00,24.68
2026-02-12 16:48:58.992+00,25.2
2026-02-12 16:49:04.011+00,24.83
2026-02-12 16:49:09.029+00,25.32
2026-02-12 16:49:13.98+00,25.25
2026-02-12 16:49:18.964+00,24.85
2026-02-12 16:49:24.097+00,24.91
2026-02-12 16:49:29.003+00,24.85
2026-02-12 16:49:34.042+00,24.72
2026-02-12 16:49:39.047+00,24.96
2026-02-12 16:49:43.945+00,24.55
2026-02-12 16:49:49+00,24.86
2026-02-12 16:49:54.2+00,24.56
2026-02-12 16:49:59.008+00,25.3
2026-02-12 16:50:04.054+00,24.76
2026-02-12 16:50:08.929+00,25.05
2026-02-12 16:50:13.913+00,24.79
2026-02-12 16:50:18.965+00,24.89
2026-02-12 16:50:23.983+00,25.34
2026-02-12 16:50:28.911+00,25.09
2026-02-12 16:50:34.017+00,24.51
2026-02-12 16:50:38.933+00,25.15
2026-02-12 16:50:43.911+00,25.39
2026-02-12 16:50:48.984+00,24.51
2026-02-12 16:50:53.943+00,25.15
2026-02-12 16:50:58.941+00,25.33
2026-02-12 16:51:13.554+00,24.57
2026-02-12 16:51:13.555+00,25.13
2026-02-12 16:51:14.636+00,24.88
2026-02-12 16:51:18.977+00,25.49
2026-02-12 16:51:24.005+00,25.12
2026-02-12 16:51:29.006+00,25.24
2026-02-12 16:51:34.064+00,25.18
2026-02-12 16:51:38.94+00,25.33
2026-02-12 16:51:43.957+00,25.21
2026-02-12 16:51:48.982+00,24.7
2026-02-12 16:51:54.007+00,24.55
2026-02-12 16:51:59.013+00,24.97
2026-02-12 16:52:04.027+00,25.24
2026-02-12 16:52:08.942+00,25.25
